,Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,TimeLine
1382,1900-01-01 16:35:00,Monday,31-50,Above 10yr,Automobile,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury,16,Evening
1383,1900-01-01 19:08:00,Wednesday,18-30,Above 10yr,Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,6,Going straight,Not a Pedestrian,No distancing,Slight Injury,19,Evening
1384,1900-01-01 19:08:00,Wednesday,31-50,Above 10yr,Lorry (41?100Q),Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,6,Going straight,Not a Pedestrian,No distancing,Slight Injury,19,Evening
1385,1900-01-01 19:08:00,Wednesday,31-50,Above 10yr,Lorry (41?100Q),Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Other,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,6,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,19,Evening
1386,1900-01-01 19:08:00,Wednesday,31-50,5-10yr,Lorry (41?100Q), Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,6,Going straight,Crossing from driver's nearside,No distancing,Slight Injury,19,Evening
1387,1900-01-01 19:08:00,Wednesday,31-50,Below 1yr,Stationwagen, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,6,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,19,Evening
1388,1900-01-01 19:08:00,Wednesday,31-50,2-5yr,Lorry (41?100Q),Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,6,Going straight,Not a Pedestrian,No distancing,Slight Injury,19,Evening
1389,1900-01-01 19:08:00,Wednesday,31-50,5-10yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,6,Going straight,Not a Pedestrian,No distancing,Slight Injury,19,Evening
1390,1900-01-01 08:50:00,Friday,18-30,1-2yr,Automobile,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,8,Morning
1391,1900-01-01 08:50:00,Friday,18-30,1-2yr,Pick up upto 10Q,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Not a Pedestrian,Changing lane to the left,Slight Injury,8,Morning
1392,1900-01-01 14:10:00,Wednesday,18-30,1-2yr,Taxi,  Recreational areas,Undivided Two way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,14,Afternoon
1393,1900-01-01 14:10:00,Wednesday,Under 18,5-10yr,Automobile,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,14,Afternoon
1394,1900-01-01 16:52:00,Monday,31-50,Above 10yr,Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,16,Evening
1395,1900-01-01 16:52:00,Monday,18-30,Above 10yr,Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Unknown,Not a Pedestrian,No distancing,Slight Injury,16,Evening
1396,1900-01-01 10:43:00,Saturday,18-30,5-10yr,Long lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Overtaking,Slight Injury,10,Morning
1397,1900-01-01 10:43:00,Saturday,31-50,2-5yr,Public (12 seats),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Other,Slight Injury,10,Morning
1398,1900-01-01 15:55:00,Friday,31-50,Below 1yr,Pick up upto 10Q,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Other,Slight Injury,15,Afternoon
1399,1900-01-01 22:10:00,Tuesday,18-30,1-2yr,Automobile,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,22,Night
1400,1900-01-01 22:10:00,Tuesday,18-30,5-10yr,Other,Other,One way,Escarpments,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury,22,Night
1401,1900-01-01 22:10:00,Tuesday,18-30,Below 1yr,Lorry (41?100Q),Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,22,Night
1402,1900-01-01 22:10:00,Tuesday,31-50,5-10yr,Automobile,  Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Unknown,Unknown or other,Changing lane to the left,Slight Injury,22,Night
1403,1900-01-01 17:20:00,Thursday,Over 51,2-5yr,Pick up upto 10Q, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Snow,Darkness - lights lit,Fog or mist,Vehicle with vehicle collision,2,1,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury,17,Evening
1404,1900-01-01 17:20:00,Thursday,18-30,5-10yr,Lorry (41?100Q),Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Snow,Darkness - lights lit,Fog or mist,Rollover,2,1,Going straight,Not a Pedestrian,Overtaking,Slight Injury,17,Evening
1405,1900-01-01 10:17:00,Sunday,31-50,5-10yr,Lorry (41?100Q),Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,Not a Pedestrian,No distancing,Slight Injury,10,Morning
1406,1900-01-01 10:17:00,Sunday,Over 51,Above 10yr,Long lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Not a Pedestrian,No priority to vehicle,Slight Injury,10,Morning
1407,1900-01-01 18:52:00,Tuesday,18-30,1-2yr,Public (> 45 seats),Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury,18,Evening
1408,1900-01-01 09:45:00,Wednesday,18-30,Below 1yr,Public (> 45 seats),School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Reversing,Not a Pedestrian,Changing lane to the left,Slight Injury,9,Morning
1409,1900-01-01 09:45:00,Wednesday,31-50,Above 10yr,Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Reversing,Not a Pedestrian,No distancing,Slight Injury,9,Morning
1410,1900-01-01 20:55:00,Monday,Under 18,1-2yr,Automobile,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury,20,Night
1411,1900-01-01 20:55:00,Monday,31-50,2-5yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Unknown or other,No priority to pedestrian,Slight Injury,20,Night
1412,1900-01-01 09:30:00,Saturday,18-30,5-10yr,Other,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,9,Morning
1413,1900-01-01 09:30:00,Saturday,18-30,2-5yr,Public (12 seats),Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,3,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,9,Morning
1414,1900-01-01 09:30:00,Saturday,18-30,Above 10yr,Automobile,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,3,Going straight,Not a Pedestrian,No distancing,Slight Injury,9,Morning
1415,1900-01-01 09:20:00,Wednesday,31-50,1-2yr,Stationwagen, Hospital areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Not a Pedestrian,No distancing,Slight Injury,9,Morning
1416,1900-01-01 09:20:00,Wednesday,Over 51,1-2yr,Automobile,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,No distancing,Slight Injury,9,Morning
1417,1900-01-01 01:50:00,Friday,Under 18,1-2yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,1,Night
1418,1900-01-01 01:50:00,Friday,18-30,5-10yr,Automobile,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,1,Night
1419,1900-01-01 10:32:00,Wednesday,31-50,5-10yr,Automobile,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,10,Morning
1420,1900-01-01 18:37:00,Thursday,Under 18,5-10yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Turnover,Not a Pedestrian,Changing lane to the right,Slight Injury,18,Evening
1421,1900-01-01 08:02:00,Tuesday,18-30,5-10yr,Pick up upto 10Q, Hospital areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,8,Morning
1422,1900-01-01 08:02:00,Tuesday,31-50,5-10yr,Turbo,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury,8,Morning
1423,1900-01-01 08:02:00,Tuesday,31-50,5-10yr,Pick up upto 10Q,Other,One way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,8,Morning
1424,1900-01-01 06:14:00,Friday,Over 51,5-10yr,Other,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,6,Morning
1425,1900-01-01 06:14:00,Friday,31-50,1-2yr,Stationwagen,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Moving Backward,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,6,Morning
1426,1900-01-01 17:55:00,Saturday,Over 51,2-5yr,Pick up upto 10Q,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Earth roads,Dry,Darkness - lights lit,Normal,Rollover,1,1,Going straight,Not a Pedestrian,No priority to pedestrian,Serious Injury,17,Evening
1427,1900-01-01 22:48:00,Monday,Over 51,5-10yr,Lorry (41?100Q),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,22,Night
1428,1900-01-01 22:48:00,Monday,18-30,Above 10yr,Lorry (41?100Q),Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Waiting to go,Not a Pedestrian,Driving carelessly,Slight Injury,22,Night
1429,1900-01-01 19:51:00,Friday,18-30,5-10yr,Automobile,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Not a Pedestrian,Moving Backward,Serious Injury,19,Evening
1430,1900-01-01 09:45:00,Wednesday,Over 51,2-5yr,Automobile,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury,9,Morning
1431,1900-01-01 09:45:00,Wednesday,Over 51,5-10yr,Pick up upto 10Q,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,9,Morning
1432,1900-01-01 16:59:00,Friday,Under 18,2-5yr,Pick up upto 10Q,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury,16,Evening
1433,1900-01-01 16:59:00,Friday,31-50,5-10yr,Lorry (41?100Q),Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,16,Evening
1434,1900-01-01 15:30:00,Wednesday,Under 18,1-2yr,Public (12 seats),  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,15,Afternoon
1435,1900-01-01 15:30:00,Wednesday,18-30,5-10yr,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,15,Afternoon
1436,1900-01-01 08:24:00,Thursday,31-50,5-10yr,Stationwagen,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Not a Pedestrian,Moving Backward,Serious Injury,8,Morning
1437,1900-01-01 14:18:00,Wednesday,Over 51,Above 10yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No distancing,Serious Injury,14,Afternoon
1438,1900-01-01 18:45:00,Monday,Unknown,Below 1yr,Automobile,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,18,Evening
1439,1900-01-01 07:50:00,Monday,Unknown,2-5yr,Lorry (41?100Q),Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,7,Morning
